Date,Close,High,Low,Open,Volume,MA20,MA50,Daily_Return,Volume_Delta,RSI,MACD,MACD_Signal,Intraday_Range,^VIX,^TNX,GLD,^GSPC,AUDUSD=X
2022-03-15,26.672636032104492,26.745962795665857,26.553478948662303,26.61764139649545,1290231,27.87611026763916,29.606073455810545,-0.009192929150437679,4.992628992628993,38.93806357380903,-0.8463402387941841,-0.8263343823309008,0.1924838470035546,29.829999923706055,2.1600000858306885,178.88999938964844,4262.4501953125,0.71986985206604
2022-03-16,27.33257484436035,27.405901602395776,26.94760892761241,26.94760892761241,374596,27.752829456329344,29.48215099334717,0.024742166895747486,-0.7096674936503619,54.20827165005238,-0.7860163180945463,-0.81827076948363,0.45829267478336533,26.670000076293945,2.187999963760376,180.00999450683594,4357.85986328125,0.7191000580787659
2022-03-17,27.919191360473633,28.07501095351378,27.836700280156347,28.01085025312924,362395,27.66896209716797,29.38535957336426,0.021462175424512564,-0.03257108992087476,48.05825389829105,-0.6830009166245965,-0.7912167989118233,0.23831067335743228,25.670000076293945,2.191999912261963,180.88999938964844,4411.669921875,0.7288799285888672
2022-03-18,27.745038986206055,27.836697870928717,27.671712228077492,27.82753180763167,94180,27.60663423538208,29.30176700592041,-0.006237729883327936,-0.7401178272327157,46.37226024856911,-0.6083998551110845,-0.7546534101516756,0.1649856428512244,23.8700008392334,2.1480000019073486,179.3000030517578,4463.1201171875,0.738099992275238
2022-03-21,28.377483367919922,28.487474386013655,28.28582622579772,28.45997619442824,209851,27.600218200683592,29.22440715789795,0.022794863688182065,1.2281906986621363,47.69231458769128,-0.4925669946420044,-0.7022361270497415,0.20164816021593523,23.530000686645508,2.315000057220459,180.6699981689453,4461.18017578125,0.7409987449645996
2022-03-22,28.322484970092773,28.414143848285168,28.29498853040844,28.414143848285168,151413,27.624965953826905,29.15456325531006,-0.001938099905269386,-0.2784737742493484,49.83919656158656,-0.40058879102831924,-0.641906659845457,0.11915531787672862,22.940000534057617,2.372999906539917,179.36000061035156,4511.60986328125,0.7395793199539185
2022-03-23,28.753284454345703,28.76244876978782,28.661625565693523,28.689122008515653,115660,27.648797225952148,29.093885383605958,0.015210511532015358,-0.23612899817056665,51.47745675365343,-0.2895952106381223,-0.5714443700039901,0.10082320409429713,23.56999969482422,2.321000099182129,181.80999755859375,4456.240234375,0.7462301850318909
2022-03-24,28.423311233520508,28.43247729659103,28.22166309071232,28.276657720887687,136001,27.730373287200926,29.02000862121582,-0.011476018377974295,0.17586892616289118,56.6780749310961,-0.2256568480547827,-0.5022868656141486,0.21081420587871236,21.670000076293945,2.3410000801086426,183.1300048828125,4520.16015625,0.7499175071716309
2022-03-25,28.77161407470703,28.77161407470703,28.661624809823387,28.707453378816933,106790,27.76199541091919,28.9593306350708,0.01225412614050958,-0.21478518540304847,69.49147095799279,-0.14520625929164765,-0.4308707443496484,0.10998926488364447,20.809999465942383,2.492000102996826,182.3800048828125,4543.06005859375,0.7514277100563049
2022-03-28,28.560800552368164,28.689121947258492,28.524138045934308,28.679957631835943,111377,27.78170213699341,28.907818565368654,-0.0073271357592757935,0.04295346006180356,69.88634527421301,-0.09733743216474977,-0.3641640819126687,0.1649839013241845,19.6299991607666,2.4769999980926514,179.05999755859375,4575.52001953125,0.7518231272697449
