Date,Close,High,Low,Open,Volume,MA20,MA50,Daily_Return,Volume_Delta,RSI,MACD,MACD_Signal,Intraday_Range,^VIX,^TNX,GLD,^GSPC,AUDUSD=X
2022-03-15,76.30628967285156,76.48886147744666,76.09882286424525,76.33119100824734,155740,76.19259376525879,76.63740158081055,-0.0070193368577782245,-0.01253511035589061,48.82776529590705,-0.11807746237990102,-0.23052866439214614,0.390038613201412,29.829999923706055,2.1600000858306885,178.88999938964844,4262.4501953125,0.71986985206604
2022-03-16,77.12785339355469,77.17764339550898,76.5552430455452,76.7212139396487,258746,76.17973098754882,76.56785903930664,0.010766657954742964,0.661397200462309,62.880325377611705,-0.031472455102033337,-0.19071742253412358,0.6224003499637831,26.670000076293945,2.187999963760376,180.00999450683594,4357.85986328125,0.7191000580787659
2022-03-17,77.98260498046875,78.58840436025599,77.84152910642328,78.42243348860049,148816,76.20338172912598,76.52221603393555,0.01108226858788064,-0.4248568093806281,65.24296484172578,0.1049244430615488,-0.1315890494149891,0.7468752538327124,25.670000076293945,2.191999912261963,180.88999938964844,4411.669921875,0.7288799285888672
2022-03-18,78.18177032470703,78.28965075680908,77.92451357741139,78.14857488451037,182102,76.27475051879883,76.52254760742187,0.002553971418217671,0.22367218578647452,63.94449964695245,0.2264802232934926,-0.05997519487329278,0.3651371793976921,23.8700008392334,2.1480000019073486,179.3000030517578,4463.1201171875,0.738099992275238
2022-03-21,78.24816131591797,79.04483288761779,78.24816131591797,78.8373661346319,141544,76.34445877075196,76.50578399658202,0.0008491876166938361,-0.22272133200074684,62.37545280417689,0.3244314096881311,0.016906126038992005,0.7966715716998181,23.530000686645508,2.315000057220459,180.6699981689453,4461.18017578125,0.7409987449645996
2022-03-22,78.95356750488281,79.33530566970403,78.95356750488281,79.0365529613423,140971,76.4871955871582,76.50478820800781,0.009014987408034303,-0.004048211156954751,63.787263742258446,0.4537482869268388,0.10427455821656137,0.3817381648212148,22.940000534057617,2.372999906539917,179.36000061035156,4511.60986328125,0.7395793199539185
2022-03-23,79.36849975585938,79.45978565581284,79.13613794920853,79.23572429408077,123489,76.62827262878417,76.5235433959961,0.00525539584960355,-0.12401132147746696,62.545283466618436,0.5829940166142507,0.20001844989609924,0.3236477066043051,23.56999969482422,2.321000099182129,181.80999755859375,4456.240234375,0.7462301850318909
2022-03-24,79.45977783203125,79.59255961212025,79.06973926724949,79.10293471227173,151269,76.86437034606934,76.53549362182618,0.001150054195967476,0.22495930811651244,68.68313325631624,0.6848925514586881,0.29699327020861704,0.522820344870766,21.670000076293945,2.3410000801086426,183.1300048828125,4520.16015625,0.7499175071716309
2022-03-25,79.70045471191406,79.95771154390052,79.5095824507924,79.75024472290889,145387,77.10129776000977,76.54329483032227,0.0030289145835717957,-0.038884371550020114,76.5938703538433,0.7761218378207957,0.3928189837310528,0.4481290931081219,20.809999465942383,2.492000102996826,182.3800048828125,4543.06005859375,0.7514277100563049
2022-03-28,79.74192810058594,80.12367254538742,79.74192810058594,79.94939487949023,202098,77.31249885559082,76.5688543701172,0.0005203657723382715,0.390069263414198,82.64300554087916,0.8420614995903435,0.48266748690291095,0.38174444480148395,19.6299991607666,2.4769999980926514,179.05999755859375,4575.52001953125,0.7518231272697449
2022-03-29,80.28964233398438,80.48051455376539,80.03238555771667,80.08217555792757,143489,77.52784957885743,76.60055526733399,0.006868585278092976,-0.2900028698948035,81.99792850125999,0.9278197888308455,0.5716979472884979,0.44812899604872314,18.899999618530273,2.4000000953674316,179.13999938964844,4631.60009765625,0.7499501705169678
